Shape,Flour Type,Weight,Function Type,Ingredients,Icing Type,Filling,Dietary Preference,Color Theme,Toppings,Cake Layers,Texture,Sweetness Level,Decorations,Serving Size,Price Range,Allergens,Shelf Life
Star,Red Velvet,Custom,Festival,"Nuts, Fruits, Fondant, Chocolate",Royal Icing,Raspberry Mousse,Regular,Monochrome,Caramel Drizzle,Multi-Tier,Moist,Medium,Fondant Figures,Large,Budget,"None, Soy",1 Day
Heart,Red Velvet,3kg,Corporate,"Fruits, Mousse, Chocolate, Caramel",Fondant,Chocolate,Vegan,Gold,Nuts,Double,Moist,High,"Candied Fruits, Chocolate Shavings",Party Size,Standard,"Dairy, Nuts",1 Day
Square,Red Velvet,5kg,Engagement,"Mousse, Fondant, Caramel, Buttercream",Royal Icing,Caramel,Sugar-Free,Bright,"Chocolate Chips, Fruits, Caramel Drizzle",Multi-Tier,Crispy,High,Fondant Figures,Party Size,Premium,Nuts,3 Days
Square,Almond,2.5kg,Anniversary,"Cream Cheese, Buttercream",Royal Icing,Raspberry Mousse,Low-Carb,Gold,"Chocolate Chips, Caramel Drizzle",Double,Crispy,Low,"Piping Art, Gold Leaf",Medium,Standard,Nuts,Custom
Dome,Marble,3kg,Corporate,"Mousse, Caramel",Royal Icing,Strawberry Jam,Sugar-Free,Dark,Sprinkles,Multi-Tier,Moist,Low,Piping Art,Large,Premium,Gluten,1 Week
Oval,Gluten-Free,0.5kg,Festival,"Cream Cheese, Mousse, Buttercream, Fondant, Fruits",Cream Cheese Frosting,Chocolate,Vegan,Rainbow,"Chocolate Chips, Nuts",Single,Soft,Extra Sweet,"Fondant Figures, Gold Leaf, Candied Fruits",Small,Luxury,"Gluten, None",1 Day
Star,Almond,2.5kg,Engagement,"Caramel, Nuts, Ganache, Chocolate",Royal Icing,Chocolate,Sugar-Free,Gold,Nuts,Double,Fluffy,Extra Sweet,"Gold Leaf, Candied Fruits, Fondant Figures",Large,Standard,Nuts,Custom
Square,Red Velvet,2kg,Engagement,"Buttercream, Cream Cheese, Nuts, Ganache",Cream Cheese Frosting,Chocolate,Eggless,Silver,"Edible Flowers, Sprinkles, Fruits",Double,Crispy,Medium,"Piping Art, Edible Glitter",Small,Luxury,Gluten,3 Days
Heart,Coconut,5kg,Wedding,"Chocolate, Mousse, Buttercream, Fruits, Nuts",Ganache,Vanilla Custard,Keto-Friendly,Dark,"Marshmallows, Caramel Drizzle, Sprinkles",Multi-Tier,Moist,Low,Gold Leaf,Large,Budget,"Dairy, None",3 Days
Hexagon,Chocolate,2.5kg,Festival,"Chocolate, Caramel, Ganache, Buttercream, Cream Cheese",Ganache,Strawberry Jam,Low-Carb,Pastel,"Caramel Drizzle, Marshmallows, Sprinkles",Multi-Tier,Crispy,Extra Sweet,"Piping Art, Fondant Figures, Gold Leaf",Large,Budget,"None, Gluten",1 Week
Oval,Marble,2kg,Engagement,"Nuts, Ganache, Fondant",Ganache,Strawberry Jam,Sugar-Free,Gold,Fruits,Double,Soft,High,"Chocolate Shavings, Edible Glitter, Piping Art",Medium,Premium,None,1 Week
Hexagon,Chocolate,2kg,Graduation,"Caramel, Nuts",Fondant,Chocolate,Keto-Friendly,Bright,"Nuts, Sprinkles, Fruits",Double,Soft,High,"Edible Glitter, Chocolate Shavings",Party Size,Luxury,None,1 Day
Rectangle,Marble,5kg,Birthday,"Mousse, Caramel",Ganache,Nutella,Keto-Friendly,Pastel,"Chocolate Chips, Caramel Drizzle",Double,Crispy,Medium,Candied Fruits,Party Size,Budget,Gluten,3 Days
Hexagon,Vanilla,2.5kg,Baby Shower,"Caramel, Ganache, Nuts",Whipped Cream,Fruit Compote,Gluten-Free,Pastel,"Edible Flowers, Fruits, Chocolate Chips",Double,Crispy,High,"Chocolate Shavings, Gold Leaf",Medium,Premium,Gluten,1 Week
Tiered,Red Velvet,5kg,Anniversary,"Ganache, Buttercream, Fondant, Fruits",Buttercream,Fruit Compote,Eggless,Gold,"Nuts, Edible Flowers, Fruits",Multi-Tier,Crispy,Low,"Chocolate Shavings, Fondant Figures, Candied Fruits",Large,Luxury,"Nuts, Gluten",1 Day
Oval,Carrot,Custom,Anniversary,"Nuts, Fruits, Buttercream, Cream Cheese, Chocolate",Fondant,Chocolate,Sugar-Free,Silver,"Edible Flowers, Chocolate Chips, Sprinkles",Double,Dense,Low,"Candied Fruits, Gold Leaf",Party Size,Luxury,Nuts,1 Week
Tiered,Carrot,2.5kg,Anniversary,"Nuts, Mousse",Royal Icing,Chocolate,Sugar-Free,Silver,"Nuts, Chocolate Chips",Multi-Tier,Moist,High,Chocolate Shavings,Party Size,Premium,"Gluten, Nuts",1 Day
Tiered,Almond,5kg,Baby Shower,"Chocolate, Mousse, Fondant, Nuts, Fruits",Whipped Cream,Fruit Compote,Regular,Gold,"Marshmallows, Edible Flowers",Multi-Tier,Dense,Medium,"Gold Leaf, Piping Art",Large,Premium,Dairy,3 Days
Rectangle,Marble,4kg,Birthday,"Ganache, Chocolate",Royal Icing,Vanilla Custard,Regular,Bright,"Caramel Drizzle, Fruits, Sprinkles",Multi-Tier,Dense,Low,"Gold Leaf, Chocolate Shavings, Edible Glitter",Party Size,Premium,Nuts,Custom
Star,Vanilla,1kg,Anniversary,"Caramel, Buttercream, Nuts, Ganache",Buttercream,Raspberry Mousse,Gluten-Free,Pastel,"Caramel Drizzle, Edible Flowers",Multi-Tier,Fluffy,Extra Sweet,"Fondant Figures, Piping Art, Edible Glitter",Party Size,Premium,"Dairy, Gluten",Custom
Oval,Vanilla,1kg,Graduation,"Nuts, Ganache, Caramel, Mousse, Cream Cheese",Cream Cheese Frosting,Nutella,Keto-Friendly,Monochrome,"Chocolate Chips, Sprinkles, Nuts",Multi-Tier,Dense,Low,Chocolate Shavings,Large,Luxury,Dairy,1 Day
Heart,Pistachio,3kg,Birthday,"Cream Cheese, Fruits",Ganache,Fruit Compote,Keto-Friendly,Gold,Edible Flowers,Single,Crispy,High,Edible Glitter,Large,Premium,"Gluten, None",1 Day
Star,Red Velvet,2kg,Wedding,"Nuts, Mousse, Fruits, Buttercream",Ganache,Raspberry Mousse,Low-Carb,Pastel,Fruits,Double,Soft,Extra Sweet,Fondant Figures,Medium,Luxury,"Nuts, Soy",1 Week
Oval,Carrot,3kg,Anniversary,"Buttercream, Mousse, Fruits",Fondant,Vanilla Custard,Sugar-Free,Gold,"Edible Flowers, Sprinkles",Multi-Tier,Fluffy,Extra Sweet,"Piping Art, Candied Fruits, Gold Leaf",Medium,Premium,Gluten,1 Day
Round,Pistachio,3kg,Anniversary,"Fruits, Mousse, Caramel",Buttercream,Caramel,Low-Carb,Silver,Caramel Drizzle,Double,Crispy,High,"Candied Fruits, Edible Glitter, Fondant Figures",Small,Budget,"None, Gluten",1 Day
Oval,Marble,5kg,Corporate,"Fondant, Nuts, Mousse, Fruits, Cream Cheese",Royal Icing,Fruit Compote,Low-Carb,Silver,"Edible Flowers, Caramel Drizzle",Multi-Tier,Moist,High,"Piping Art, Fondant Figures",Small,Standard,Gluten,Custom
Dome,Red Velvet,2kg,Baby Shower,"Fondant, Nuts, Mousse, Caramel, Chocolate",Fondant,Fruit Compote,Keto-Friendly,Dark,Marshmallows,Double,Soft,Medium,"Fondant Figures, Candied Fruits, Chocolate Shavings",Medium,Standard,Dairy,3 Days
Rectangle,Carrot,5kg,Engagement,"Fondant, Caramel",Ganache,Nutella,Gluten-Free,Gold,"Fruits, Caramel Drizzle",Double,Dense,Extra Sweet,"Piping Art, Gold Leaf, Fondant Figures",Large,Standard,"Soy, None",1 Week
Heart,Almond,1.5kg,Corporate,"Buttercream, Chocolate, Fruits",Fondant,Vanilla Custard,Eggless,Rainbow,Edible Flowers,Single,Crispy,Extra Sweet,Edible Glitter,Party Size,Standard,None,1 Week
Square,Red Velvet,5kg,Festival,"Caramel, Fruits, Fondant",Ganache,Raspberry Mousse,Keto-Friendly,Pastel,"Caramel Drizzle, Chocolate Chips, Edible Flowers",Single,Dense,Low,"Candied Fruits, Fondant Figures",Medium,Standard,"Nuts, Soy",1 Week
Hexagon,Chocolate,1kg,Engagement,"Mousse, Cream Cheese",Cream Cheese Frosting,Chocolate,Keto-Friendly,Pastel,Marshmallows,Single,Soft,Low,"Gold Leaf, Edible Glitter, Fondant Figures",Small,Standard,None,3 Days
Round,Marble,2kg,Graduation,"Fruits, Cream Cheese, Mousse, Ganache, Fondant",Ganache,Raspberry Mousse,Low-Carb,Bright,"Marshmallows, Chocolate Chips, Caramel Drizzle",Single,Dense,Low,"Piping Art, Edible Glitter, Candied Fruits",Medium,Budget,None,3 Days
Tiered,Red Velvet,1.5kg,Corporate,"Cream Cheese, Chocolate, Fruits",Fondant,Raspberry Mousse,Gluten-Free,Bright,Marshmallows,Double,Dense,High,"Edible Glitter, Candied Fruits, Gold Leaf",Large,Standard,"Soy, Nuts",1 Day
Dome,Almond,4kg,Wedding,"Cream Cheese, Fondant, Caramel, Nuts, Ganache",Royal Icing,Vanilla Custard,Gluten-Free,Dark,Nuts,Multi-Tier,Dense,Low,"Gold Leaf, Piping Art",Party Size,Budget,"Gluten, None",3 Days
Tiered,Coconut,2kg,Engagement,"Caramel, Fruits, Nuts, Buttercream, Cream Cheese",Ganache,Raspberry Mousse,Vegan,Monochrome,"Sprinkles, Edible Flowers, Fruits",Single,Crispy,Medium,"Gold Leaf, Chocolate Shavings",Medium,Budget,None,3 Days
Heart,Pistachio,2.5kg,Anniversary,"Nuts, Buttercream, Caramel, Mousse, Ganache",Royal Icing,Vanilla Custard,Low-Carb,Rainbow,"Sprinkles, Chocolate Chips, Marshmallows",Single,Soft,Medium,Chocolate Shavings,Large,Budget,"Gluten, Nuts",Custom
Dome,Red Velvet,1kg,Engagement,"Fondant, Fruits, Cream Cheese, Chocolate",Whipped Cream,Strawberry Jam,Low-Carb,Dark,"Fruits, Edible Flowers, Chocolate Chips",Single,Soft,Extra Sweet,"Edible Glitter, Candied Fruits",Medium,Budget,Soy,1 Week
Oval,Chocolate,1.5kg,Anniversary,"Chocolate, Mousse, Fondant, Caramel, Nuts",Buttercream,Nutella,Gluten-Free,Rainbow,"Fruits, Nuts, Sprinkles",Double,Moist,Extra Sweet,Edible Glitter,Small,Luxury,Dairy,3 Days
Hexagon,Vanilla,2.5kg,Festival,"Cream Cheese, Buttercream",Royal Icing,Nutella,Regular,Rainbow,Nuts,Multi-Tier,Dense,Low,Candied Fruits,Medium,Budget,"Gluten, Dairy",Custom
Tiered,Almond,2.5kg,Baby Shower,"Caramel, Chocolate, Ganache, Fruits, Buttercream",Buttercream,Caramel,Vegan,Silver,Fruits,Double,Fluffy,Medium,"Piping Art, Chocolate Shavings",Party Size,Budget,Dairy,3 Days
Round,Red Velvet,Custom,Corporate,"Nuts, Ganache, Buttercream",Buttercream,Vanilla Custard,Sugar-Free,Monochrome,"Caramel Drizzle, Fruits, Sprinkles",Multi-Tier,Moist,Extra Sweet,"Candied Fruits, Edible Glitter, Piping Art",Medium,Premium,Soy,1 Day
Hexagon,Red Velvet,3kg,Birthday,"Fruits, Cream Cheese, Mousse, Chocolate, Fondant",Cream Cheese Frosting,Strawberry Jam,Eggless,Rainbow,Fruits,Multi-Tier,Crispy,Medium,"Piping Art, Candied Fruits",Large,Budget,"None, Nuts",3 Days
Round,Coconut,5kg,Engagement,"Ganache, Caramel, Fruits",Buttercream,Raspberry Mousse,Vegan,Silver,"Sprinkles, Fruits, Marshmallows",Single,Moist,Medium,"Edible Glitter, Candied Fruits",Small,Premium,"None, Nuts",Custom
Star,Carrot,1.5kg,Birthday,"Buttercream, Mousse, Cream Cheese",Ganache,Vanilla Custard,Keto-Friendly,Dark,Sprinkles,Multi-Tier,Dense,Medium,Fondant Figures,Large,Budget,Nuts,3 Days
Dome,Carrot,2kg,Graduation,"Caramel, Nuts, Fruits, Cream Cheese, Buttercream",Royal Icing,Fruit Compote,Vegan,Pastel,Chocolate Chips,Single,Crispy,High,"Piping Art, Fondant Figures",Party Size,Budget,None,1 Day
Heart,Carrot,3kg,Birthday,"Fruits, Ganache, Cream Cheese, Chocolate, Mousse",Royal Icing,Vanilla Custard,Low-Carb,Gold,"Marshmallows, Fruits",Double,Soft,Extra Sweet,Edible Glitter,Party Size,Premium,None,1 Day
Hexagon,Chocolate,1.5kg,Birthday,"Ganache, Buttercream, Caramel, Mousse, Chocolate",Cream Cheese Frosting,Raspberry Mousse,Gluten-Free,Gold,"Chocolate Chips, Sprinkles",Single,Moist,High,"Edible Glitter, Piping Art, Fondant Figures",Party Size,Standard,None,3 Days
Heart,Pistachio,2kg,Baby Shower,"Cream Cheese, Chocolate",Royal Icing,Caramel,Regular,Bright,"Edible Flowers, Caramel Drizzle",Double,Fluffy,Low,Chocolate Shavings,Large,Premium,"Dairy, None",1 Week
Tiered,Carrot,1.5kg,Wedding,"Ganache, Buttercream, Mousse",Royal Icing,Strawberry Jam,Low-Carb,Gold,"Chocolate Chips, Edible Flowers, Marshmallows",Multi-Tier,Soft,Low,Piping Art,Medium,Standard,"None, Dairy",Custom
Star,Coconut,2kg,Baby Shower,"Cream Cheese, Buttercream, Nuts, Fruits, Caramel",Ganache,Fruit Compote,Eggless,Pastel,"Fruits, Caramel Drizzle, Nuts",Multi-Tier,Crispy,Medium,Gold Leaf,Medium,Standard,"Dairy, Gluten",1 Day
Square,Carrot,1.5kg,Baby Shower,"Cream Cheese, Fruits, Nuts",Fondant,Fruit Compote,Sugar-Free,Gold,"Chocolate Chips, Edible Flowers, Sprinkles",Single,Fluffy,Medium,"Edible Glitter, Candied Fruits",Small,Budget,"Soy, None",1 Week
Tiered,Red Velvet,2.5kg,Anniversary,"Buttercream, Fruits, Caramel, Mousse, Chocolate",Royal Icing,Strawberry Jam,Sugar-Free,Monochrome,"Fruits, Nuts, Caramel Drizzle",Multi-Tier,Crispy,Extra Sweet,"Edible Glitter, Fondant Figures, Piping Art",Large,Standard,"Nuts, Gluten",1 Day
Star,Vanilla,1kg,Corporate,"Nuts, Caramel",Ganache,Vanilla Custard,Keto-Friendly,Bright,"Nuts, Chocolate Chips",Double,Crispy,Medium,"Piping Art, Chocolate Shavings",Party Size,Budget,Nuts,Custom
Square,Almond,2.5kg,Graduation,"Fondant, Cream Cheese, Caramel",Fondant,Caramel,Eggless,Rainbow,"Chocolate Chips, Caramel Drizzle",Single,Fluffy,Extra Sweet,Edible Glitter,Medium,Budget,Soy,1 Day
Star,Coconut,3kg,Anniversary,"Ganache, Caramel, Chocolate, Cream Cheese, Fondant",Fondant,Vanilla Custard,Low-Carb,Silver,"Chocolate Chips, Edible Flowers, Fruits",Single,Fluffy,High,"Candied Fruits, Piping Art",Party Size,Premium,Gluten,Custom
Tiered,Red Velvet,1.5kg,Anniversary,"Cream Cheese, Ganache, Mousse, Chocolate, Fruits",Fondant,Caramel,Keto-Friendly,Pastel,"Chocolate Chips, Marshmallows",Double,Moist,Extra Sweet,"Piping Art, Chocolate Shavings",Large,Premium,Nuts,3 Days
Star,Almond,2kg,Wedding,"Buttercream, Fruits, Nuts, Ganache",Ganache,Strawberry Jam,Sugar-Free,Pastel,"Sprinkles, Fruits, Caramel Drizzle",Multi-Tier,Crispy,Medium,"Gold Leaf, Candied Fruits",Party Size,Budget,"None, Soy",Custom
Star,Gluten-Free,5kg,Corporate,"Cream Cheese, Nuts, Fondant, Chocolate, Buttercream",Cream Cheese Frosting,Strawberry Jam,Regular,Pastel,"Fruits, Nuts, Chocolate Chips",Multi-Tier,Fluffy,Low,"Chocolate Shavings, Candied Fruits, Edible Glitter",Small,Standard,Dairy,1 Week
Star,Coconut,Custom,Engagement,"Caramel, Ganache, Fondant",Royal Icing,Strawberry Jam,Regular,Pastel,"Edible Flowers, Sprinkles, Nuts",Multi-Tier,Dense,Extra Sweet,Edible Glitter,Party Size,Premium,Soy,3 Days
Rectangle,Pistachio,3kg,Anniversary,"Chocolate, Fondant",Cream Cheese Frosting,Strawberry Jam,Gluten-Free,Gold,Sprinkles,Single,Fluffy,Extra Sweet,"Candied Fruits, Piping Art",Party Size,Premium,"Soy, Gluten",3 Days
Oval,Vanilla,Custom,Engagement,"Fruits, Chocolate, Ganache, Caramel, Mousse",Whipped Cream,Fruit Compote,Sugar-Free,Monochrome,"Caramel Drizzle, Sprinkles, Chocolate Chips",Multi-Tier,Crispy,Medium,"Gold Leaf, Fondant Figures",Large,Standard,"Dairy, Gluten",Custom
Star,Pistachio,3kg,Graduation,"Cream Cheese, Buttercream, Caramel, Fruits",Cream Cheese Frosting,Vanilla Custard,Keto-Friendly,Bright,Sprinkles,Single,Crispy,Medium,"Fondant Figures, Edible Glitter",Medium,Premium,Soy,1 Week
Heart,Gluten-Free,1kg,Festival,"Buttercream, Fondant",Fondant,Raspberry Mousse,Regular,Dark,"Chocolate Chips, Marshmallows",Single,Dense,Extra Sweet,"Candied Fruits, Chocolate Shavings, Edible Glitter",Medium,Premium,Nuts,3 Days
Square,Pistachio,4kg,Graduation,"Nuts, Chocolate, Fondant",Fondant,Caramel,Vegan,Monochrome,"Chocolate Chips, Caramel Drizzle, Nuts",Double,Moist,Low,"Fondant Figures, Gold Leaf, Chocolate Shavings",Large,Premium,Dairy,1 Day
Oval,Chocolate,1.5kg,Birthday,"Mousse, Ganache, Nuts",Royal Icing,Fruit Compote,Keto-Friendly,Dark,"Nuts, Edible Flowers",Multi-Tier,Moist,Low,"Fondant Figures, Gold Leaf",Small,Standard,"None, Nuts",Custom
Heart,Marble,2.5kg,Birthday,"Caramel, Ganache, Chocolate, Nuts, Fruits",Cream Cheese Frosting,Vanilla Custard,Low-Carb,Rainbow,"Edible Flowers, Caramel Drizzle, Nuts",Double,Crispy,Low,Fondant Figures,Small,Luxury,"Soy, Nuts",Custom
Tiered,Pistachio,3kg,Anniversary,"Caramel, Mousse, Nuts, Fondant",Cream Cheese Frosting,Chocolate,Keto-Friendly,Dark,Nuts,Double,Crispy,Medium,"Fondant Figures, Gold Leaf",Party Size,Standard,Soy,Custom
Round,Red Velvet,1.5kg,Engagement,"Mousse, Fruits, Caramel",Whipped Cream,Caramel,Regular,Silver,"Caramel Drizzle, Marshmallows",Multi-Tier,Fluffy,Low,"Edible Glitter, Chocolate Shavings, Gold Leaf",Party Size,Budget,Gluten,1 Day
Round,Marble,5kg,Baby Shower,"Fondant, Nuts, Cream Cheese",Royal Icing,Strawberry Jam,Regular,Pastel,"Sprinkles, Chocolate Chips",Single,Dense,Medium,Piping Art,Small,Premium,"Nuts, Soy",Custom
Round,Red Velvet,2kg,Corporate,"Mousse, Chocolate, Cream Cheese, Ganache, Nuts",Ganache,Chocolate,Eggless,Rainbow,"Chocolate Chips, Nuts, Edible Flowers",Multi-Tier,Dense,Low,Piping Art,Large,Luxury,None,Custom
Heart,Red Velvet,1kg,Baby Shower,"Ganache, Caramel, Cream Cheese",Buttercream,Strawberry Jam,Regular,Bright,Nuts,Multi-Tier,Dense,High,"Chocolate Shavings, Candied Fruits",Party Size,Luxury,"Gluten, None",1 Day
Rectangle,Carrot,2kg,Wedding,"Cream Cheese, Mousse, Fruits, Chocolate",Cream Cheese Frosting,Nutella,Eggless,Dark,"Edible Flowers, Marshmallows",Multi-Tier,Dense,Medium,"Candied Fruits, Edible Glitter",Party Size,Budget,"Dairy, Gluten",1 Day
Hexagon,Almond,5kg,Anniversary,"Chocolate, Fondant, Fruits, Ganache",Fondant,Vanilla Custard,Regular,Dark,"Chocolate Chips, Fruits, Caramel Drizzle",Single,Fluffy,Low,"Candied Fruits, Edible Glitter, Piping Art",Medium,Premium,"Dairy, Gluten",1 Day
Heart,Vanilla,5kg,Birthday,"Nuts, Chocolate, Caramel, Fruits, Ganache",Cream Cheese Frosting,Raspberry Mousse,Keto-Friendly,Bright,"Caramel Drizzle, Nuts",Double,Fluffy,Low,Chocolate Shavings,Medium,Budget,Dairy,1 Day
Rectangle,Red Velvet,0.5kg,Baby Shower,"Ganache, Cream Cheese, Buttercream, Mousse",Whipped Cream,Strawberry Jam,Low-Carb,Monochrome,"Marshmallows, Caramel Drizzle",Double,Crispy,Extra Sweet,"Fondant Figures, Gold Leaf",Medium,Luxury,"Gluten, Soy",Custom
Star,Pistachio,Custom,Anniversary,"Fruits, Cream Cheese",Buttercream,Strawberry Jam,Low-Carb,Pastel,Edible Flowers,Single,Moist,Low,Gold Leaf,Large,Luxury,Gluten,Custom
Round,Gluten-Free,4kg,Birthday,"Chocolate, Mousse, Nuts, Fondant",Cream Cheese Frosting,Strawberry Jam,Eggless,Gold,"Caramel Drizzle, Sprinkles, Chocolate Chips",Single,Crispy,Medium,"Fondant Figures, Chocolate Shavings",Large,Standard,Gluten,Custom
Dome,Coconut,Custom,Birthday,"Mousse, Fondant, Buttercream, Ganache, Chocolate",Cream Cheese Frosting,Raspberry Mousse,Low-Carb,Dark,Chocolate Chips,Double,Moist,Medium,"Chocolate Shavings, Piping Art",Small,Budget,None,1 Week
Heart,Vanilla,5kg,Wedding,"Ganache, Nuts, Caramel",Cream Cheese Frosting,Raspberry Mousse,Low-Carb,Gold,Edible Flowers,Multi-Tier,Soft,High,"Chocolate Shavings, Edible Glitter",Large,Luxury,None,1 Week
Star,Marble,2.5kg,Anniversary,"Fondant, Fruits",Cream Cheese Frosting,Nutella,Vegan,Gold,Marshmallows,Single,Crispy,Low,"Fondant Figures, Candied Fruits",Medium,Budget,Soy,Custom
Tiered,Chocolate,2kg,Corporate,"Mousse, Nuts, Caramel",Buttercream,Raspberry Mousse,Eggless,Monochrome,"Edible Flowers, Chocolate Chips",Multi-Tier,Dense,High,"Chocolate Shavings, Piping Art, Edible Glitter",Party Size,Luxury,"Nuts, Soy",Custom
Tiered,Carrot,Custom,Anniversary,"Caramel, Buttercream",Ganache,Raspberry Mousse,Sugar-Free,Pastel,Sprinkles,Single,Fluffy,Medium,"Candied Fruits, Chocolate Shavings, Piping Art",Medium,Premium,Soy,1 Day
Dome,Almond,2.5kg,Wedding,"Nuts, Buttercream",Ganache,Vanilla Custard,Keto-Friendly,Rainbow,Sprinkles,Double,Moist,High,"Gold Leaf, Piping Art, Fondant Figures",Party Size,Premium,"Soy, Nuts",Custom
Rectangle,Marble,5kg,Anniversary,"Buttercream, Nuts, Caramel, Fruits, Cream Cheese",Buttercream,Vanilla Custard,Vegan,Bright,"Nuts, Edible Flowers, Marshmallows",Single,Moist,Low,"Gold Leaf, Edible Glitter",Medium,Budget,Soy,1 Day
Round,Pistachio,2kg,Birthday,"Buttercream, Caramel",Fondant,Caramel,Sugar-Free,Silver,"Chocolate Chips, Caramel Drizzle, Marshmallows",Double,Soft,Medium,"Candied Fruits, Fondant Figures",Medium,Premium,Nuts,1 Week
Tiered,Red Velvet,5kg,Birthday,"Cream Cheese, Nuts, Ganache, Fondant",Buttercream,Strawberry Jam,Sugar-Free,Dark,Fruits,Double,Fluffy,Medium,"Piping Art, Fondant Figures, Gold Leaf",Small,Premium,None,1 Day
Dome,Marble,2.5kg,Engagement,"Ganache, Mousse",Cream Cheese Frosting,Nutella,Eggless,Monochrome,Edible Flowers,Double,Crispy,Extra Sweet,"Fondant Figures, Candied Fruits",Large,Budget,Nuts,Custom
Square,Marble,3kg,Wedding,"Nuts, Cream Cheese, Caramel",Ganache,Nutella,Gluten-Free,Silver,Nuts,Double,Fluffy,Low,"Fondant Figures, Chocolate Shavings",Party Size,Luxury,"Soy, Gluten",1 Day
Square,Marble,4kg,Corporate,"Mousse, Nuts, Caramel, Ganache, Buttercream",Fondant,Chocolate,Sugar-Free,Rainbow,Edible Flowers,Single,Fluffy,High,"Gold Leaf, Edible Glitter, Candied Fruits",Small,Luxury,Gluten,3 Days
Oval,Chocolate,3kg,Baby Shower,"Chocolate, Caramel, Ganache",Buttercream,Vanilla Custard,Sugar-Free,Pastel,"Sprinkles, Edible Flowers",Double,Moist,High,Chocolate Shavings,Small,Luxury,"Soy, None",1 Week
Tiered,Pistachio,0.5kg,Birthday,"Fondant, Nuts, Mousse, Chocolate, Cream Cheese",Cream Cheese Frosting,Strawberry Jam,Eggless,Gold,Chocolate Chips,Double,Moist,High,Candied Fruits,Medium,Luxury,"Gluten, Nuts",1 Week
Oval,Almond,0.5kg,Corporate,"Fondant, Cream Cheese, Caramel, Chocolate, Buttercream",Whipped Cream,Strawberry Jam,Keto-Friendly,Pastel,Fruits,Double,Moist,Extra Sweet,"Chocolate Shavings, Gold Leaf, Fondant Figures",Party Size,Standard,"Gluten, None",Custom
Tiered,Coconut,1.5kg,Baby Shower,"Fondant, Fruits",Cream Cheese Frosting,Raspberry Mousse,Low-Carb,Gold,Sprinkles,Multi-Tier,Dense,Extra Sweet,"Gold Leaf, Edible Glitter, Piping Art",Party Size,Standard,Soy,1 Week
Tiered,Pistachio,0.5kg,Engagement,"Nuts, Fondant, Chocolate, Ganache",Cream Cheese Frosting,Caramel,Regular,Rainbow,"Sprinkles, Marshmallows, Caramel Drizzle",Single,Moist,High,"Candied Fruits, Piping Art",Medium,Standard,Dairy,Custom
Square,Coconut,1kg,Festival,"Cream Cheese, Fondant, Mousse, Buttercream",Whipped Cream,Nutella,Gluten-Free,Rainbow,"Chocolate Chips, Sprinkles",Single,Moist,Extra Sweet,Piping Art,Large,Standard,"Nuts, Gluten",1 Week
Oval,Gluten-Free,4kg,Festival,"Chocolate, Nuts, Buttercream",Whipped Cream,Caramel,Vegan,Pastel,"Sprinkles, Marshmallows, Chocolate Chips",Single,Moist,Medium,"Piping Art, Gold Leaf, Candied Fruits",Small,Standard,Dairy,Custom
Tiered,Pistachio,2kg,Graduation,"Mousse, Nuts, Fondant, Ganache, Fruits",Whipped Cream,Nutella,Keto-Friendly,Gold,"Sprinkles, Edible Flowers",Single,Crispy,High,"Gold Leaf, Fondant Figures",Small,Budget,"None, Gluten",1 Day
Tiered,Pistachio,4kg,Wedding,"Nuts, Chocolate, Buttercream, Fruits, Caramel",Royal Icing,Caramel,Vegan,Monochrome,"Caramel Drizzle, Chocolate Chips, Nuts",Multi-Tier,Fluffy,Medium,Candied Fruits,Party Size,Luxury,Dairy,3 Days
Dome,Chocolate,0.5kg,Festival,"Buttercream, Fruits, Nuts",Buttercream,Raspberry Mousse,Gluten-Free,Dark,Nuts,Multi-Tier,Moist,Extra Sweet,"Candied Fruits, Edible Glitter",Party Size,Standard,Dairy,1 Week
Dome,Marble,Custom,Graduation,"Nuts, Mousse",Ganache,Strawberry Jam,Sugar-Free,Rainbow,Fruits,Multi-Tier,Moist,Extra Sweet,Piping Art,Large,Premium,Soy,1 Day
Rectangle,Carrot,1kg,Corporate,"Fruits, Nuts, Caramel",Ganache,Raspberry Mousse,Sugar-Free,Rainbow,"Fruits, Edible Flowers, Marshmallows",Double,Crispy,High,"Fondant Figures, Chocolate Shavings, Gold Leaf",Party Size,Premium,"Soy, Dairy",1 Day
